Direction,Model,Split,Seed,LGBM_OA,Scratch_OA,Scratch_AA,Scratch_F1,FT_OA,FT_AA,FT_F1,TransferGain,Scratch_TrainTime,Scratch_InfTime,FT_TrainTime,FT_InfTime,VRAM_MB,RAM_MB,Scratch_Class_0_AA,FT_Class_0_AA,Scratch_Class_1_AA,FT_Class_1_AA,Scratch_Class_2_AA,FT_Class_2_AA
Indian Pines -> Local,SpectralFormer-inspired,0.1,43,0.8448864777978702,0.812537673297167,0.8193573449471816,0.8251777341630963,0.8442837050431987,0.8508128558945257,0.8501861517844215,0.031746031746031744,46.98021912574768,0.7675418853759766,43.31341099739075,0.7645301818847656,109.8671875,8974.62890625,0.7338345864661654,0.8350877192982457,0.8484848484848485,0.8952380952380953,0.8757525998905309,0.8221127531472359
Indian Pines -> Local,ViT,0.1,43,0.8448864777978702,0.2320675105485232,0.3333333333333333,0.12557077625570776,0.8710066305003014,0.8797352140364844,0.8791968339515149,0.6389391199517782,36.491127729415894,2.085576057434082,117.38132762908936,2.1088080406188965,636.51708984375,8974.62890625,0.0,0.8320802005012531,1.0,0.9324675324675324,0.0,0.8746579091406678
Indian Pines -> Local,HybridSN,0.1,44,0.860558569419329,0.9415310427968656,0.9508267359447032,0.9490497784546793,0.8201727948563392,0.8471673785648378,0.839150223894643,-0.12135824794052641,204.68193173408508,2.79542875289917,192.58096385002136,2.7979981899261475,544.369140625,8974.62890625,0.868671679197995,0.631077694235589,0.9991341991341991,0.9930735930735931,0.9846743295019157,0.9173508483853311
Indian Pines -> Local,SpectralFormer-inspired,0.1,44,0.860558569419329,0.7876230661040787,0.8048068621571343,0.792628954920653,0.8553345388788427,0.8642332057940044,0.8609055248276617,0.06771147277476397,43.46030330657959,0.7580361366271973,36.64617919921875,0.7619485855102539,109.8671875,8974.62890625,0.643609022556391,0.8631578947368421,0.8917748917748918,0.9298701298701298,0.8790366721401204,0.7996715927750411
Indian Pines -> Local,ViT,0.1,44,0.860558569419329,0.36688768334337957,0.45267784578129405,0.32151210261962504,0.8637733574442436,0.8772720725533792,0.8723625226172654,0.496885674100864,45.94495868682861,2.103940963745117,132.46178030967712,2.135735273361206,636.51708984375,8974.62890625,0.0,0.7674185463659148,0.9748917748917749,0.9497835497835497,0.3831417624521073,0.9146141215106732
Indian Pines -> Local,HybridSN,0.1,45,0.8284106891701828,0.3889893510146675,0.4758255792738551,0.34170254253069987,0.9316857544705646,0.9401673811837151,0.9390457947382823,0.5426964034558971,54.00624132156372,2.773590326309204,192.11868834495544,2.785727024078369,544.369140625,8974.62890625,0.0,0.9213032581453634,1.0,0.9982683982683983,0.4274767378215654,0.9009304871373837
Indian Pines -> Local,SpectralFormer-inspired,0.1,45,0.8284106891701828,0.6365280289330922,0.6773660029558397,0.6210947025741628,0.8615631906771147,0.8712537177146977,0.8693965288770586,0.2250351617440225,22.12365412712097,0.7895441055297852,45.32305288314819,0.753950834274292,109.8671875,8974.62890625,0.3147869674185464,0.787468671679198,0.8891774891774892,0.922077922077922,0.8281335522714833,0.9042145593869731
Indian Pines -> Local,ViT,0.1,45,0.8284106891701828,0.3747237291541089,0.4626594350732282,0.32867586567375146,0.8677918424753868,0.8796444262868945,0.8763290853506112,0.49306811332127787,59.70562934875488,2.095864772796631,122.40487837791443,2.108952760696411,636.51708984375,8974.62890625,0.0,0.812531328320802,0.9982683982683983,0.9506493506493506,0.38970990695128627,0.8757525998905309
Indian Pines -> Local,HybridSN,0.1,46,0.8440827807916416,0.8663853727144867,0.8850660262638484,0.8822467700331674,0.934699618243922,0.9443944238862568,0.9420085511271589,0.06831424552943532,204.4829294681549,2.7626662254333496,178.66113567352295,2.7866971492767334,544.369140625,8974.62890625,0.7463659147869675,0.8726817042606516,0.9887445887445887,0.9982683982683983,0.9200875752599891,0.9622331691297209
Indian Pines -> Local,SpectralFormer-inspired,0.1,46,0.8440827807916416,0.8229857343781395,0.8408733432326899,0.838589192596992,0.8370504319871408,0.8520636317369531,0.8444472453280688,0.014064697609001309,39.22305083274841,0.7475783824920654,45.23447918891907,0.7395234107971191,109.8671875,8974.62890625,0.6877192982456141,0.7358395989974937,0.935064935064935,0.9341991341991343,0.8998357963875205,0.886152162014231
Indian Pines -> Local,ViT,0.1,46,0.8440827807916416,0.36427566807313644,0.44871373836891076,0.3194058651385004,0.8493068113321278,0.8638592301024243,0.8592065090533434,0.4850311432589914,54.800461530685425,2.0938174724578857,127.11586499214172,2.1197128295898438,636.51708984375,8974.62890625,0.0,0.7764411027568923,0.9619047619047619,0.9497835497835497,0.3842364532019704,0.8653530377668309
Indian Pines -> Local,HybridSN,0.1,47,0.8710066305003014,0.9712678320273257,0.9755077348543774,0.9746883527841655,0.9158127385975487,0.9272400786012401,0.9256244448551133,-0.05545509342977695,205.20075225830078,2.7720272541046143,192.83889150619507,2.8035600185394287,544.369140625,8974.62890625,0.9478696741854636,0.8451127819548873,1.0,0.9913419913419913,0.9786535303776683,0.9452654625068418
Indian Pines -> Local,SpectralFormer-inspired,0.1,47,0.8710066305003014,0.8352421137231264,0.8491393932410266,0.8454717359524363,0.8278079164155113,0.8374513434404541,0.8369354958905016,-0.007434197307615076,38.535383462905884,0.7603151798248291,34.98456621170044,0.7661943435668945,109.8671875,8974.62890625,0.7949874686716792,0.7794486215538847,0.9385281385281385,0.8943722943722944,0.8139025725232621,0.8385331143951834
Indian Pines -> Local,ViT,0.1,47,0.8710066305003014,0.7283504118947157,0.7492093172673934,0.7239606879564778,0.8635724331926864,0.8720949011330137,0.8738976723800898,0.13522202129797067,139.09832191467285,2.1166598796844482,133.31080985069275,2.146455764770508,636.51708984375,8974.62890625,0.912781954887218,0.8576441102756892,0.9445887445887445,0.9316017316017317,0.39025725232621783,0.8270388615216201
Indian Pines -> Local,HybridSN,0.1,48,0.8716094032549728,0.8595539481615431,0.8779618848584366,0.874856149436899,0.9212376933895922,0.9330279722294241,0.9305780785258002,0.06168374522804909,203.09386253356934,2.745152711868286,192.56480145454407,2.8116977214813232,544.369140625,8974.62890625,0.7619047619047619,0.8516290726817043,0.9852813852813853,1.0,0.8866995073891626,0.9474548440065681
Indian Pines -> Local,SpectralFormer-inspired,0.1,48,0.8716094032549728,0.8320273256982118,0.8476406970054882,0.846709820913015,0.858147478400643,0.8690781289692362,0.866012227170693,0.026120152702431176,48.39763379096985,0.7557690143585205,46.152911901474,0.7560219764709473,109.8671875,8974.62890625,0.8075187969924812,0.7849624060150376,0.9532467532467532,0.929004329004329,0.7821565407772304,0.8932676518883416
Indian Pines -> Local,ViT,0.1,48,0.8716094032549728,0.3648784408278079,0.4539317642765919,0.31785892211941635,0.8483021900743419,0.8638422946952892,0.85725656002651,0.48342374924653403,36.33549451828003,2.082052707672119,131.22071290016174,2.109313488006592,636.51708984375,8974.62890625,0.0,0.7368421052631579,1.0,0.9471861471861471,0.36179529282977557,0.9074986316365626
Indian Pines -> Local,HybridSN,0.1,49,0.849507735583685,0.969258589511754,0.9735184355874011,0.9726133578152297,0.9142053445850914,0.926388070489704,0.9236373224336566,-0.05505324492666264,205.3395757675171,2.7847626209259033,192.44541263580322,2.809340238571167,544.369140625,8974.62890625,0.9428571428571428,0.8426065162907268,0.9974025974025974,0.9956709956709957,0.9802955665024631,0.9408866995073891
Indian Pines -> Local,SpectralFormer-inspired,0.1,49,0.849507735583685,0.7647177014265621,0.781772962535213,0.7679099709433999,0.8382559774964838,0.8484792615464123,0.8463076924967798,0.0735382760699217,32.423670053482056,0.7582824230194092,33.578548431396484,0.7578394412994385,109.8671875,8974.62890625,0.6576441102756893,0.7949874686716792,0.8770562770562771,0.9108225108225109,0.8106185002736727,0.8396278051450465
Indian Pines -> Local,ViT,0.1,49,0.849507735583685,0.37773759292746634,0.4656084656084656,0.33180192903699474,0.8591520996584288,0.8690671296841895,0.8697821212235137,0.4814145067309624,82.86406111717224,2.1094446182250977,132.1983253955841,2.123431921005249,636.51708984375,8974.62890625,0.0,0.7804511278195488,1.0,0.9203463203463204,0.3968253968253968,0.9064039408866995
Indian Pines -> Local,HybridSN,0.1,50,0.8555354631303999,0.9391199517781796,0.9484725397611061,0.9469220034452398,0.9083785412899337,0.9202506440255985,0.9199436092437735,-0.030741410488245968,205.27949118614197,2.7782249450683594,193.07353401184082,2.8079683780670166,544.369140625,8974.62890625,0.8636591478696742,0.8736842105263158,0.9965367965367965,0.9965367965367965,0.9852216748768473,0.8905309250136836
